InvoiceNo,Quantity,InvoiceDate,UnitPrice,Country,Discount,ShippingCost,Category,ShipmentProvider,WarehouseLocation,NetRevenue
775616,27,25/06/2021 09:00,84.22,France,0.24,22.17,Apparel,Royal Mail,Berlin,1728.1944
892644,27,2/07/2021 07:00,90.78,Spain,0.48,24.52,Apparel,DHL,Berlin,1274.5512
551598,27,3/07/2021 16:00,76.09,Germany,0.06,7.84,Apparel,FedEx,Berlin,1931.1642
435689,27,5/07/2021 22:00,48.83,Sweden,0.07,21.81,Electronics,FedEx,Berlin,1226.1213
380488,27,8/07/2021 07:00,97.65,Spain,0.1,14.99,Electronics,DHL,Berlin,2372.895
489363,27,17/07/2021 23:00,97.39,United Kingdom,0.32,7.56,Electronics,FedEx,Berlin,1788.0804
251606,27,24/07/2021 00:00,39.06,Belgium,0.1,10.24,Accessories,Royal Mail,Berlin,949.158
654634,27,26/07/2021 13:00,80.67,Belgium,0.26,16.21,Furniture,FedEx,Berlin,1611.7866
752356,27,16/08/2021 15:00,65.1,Belgium,0.25,16.73,Electronics,UPS,Berlin,1318.275
823704,27,19/09/2021 01:00,85.08,Italy,0.41,26.22,Electronics,FedEx,Berlin,1355.3244
311474,27,9/10/2021 11:00,46.94,United Kingdom,0.19,11.05,Apparel,Royal Mail,Berlin,1026.5778
203700,27,13/10/2021 07:00,18.97,Germany,0.31,20.02,Furniture,Royal Mail,Berlin,353.4111
643344,27,30/11/2021 14:00,83.77,Italy,0.19,28.71,Apparel,DHL,Berlin,1832.0499
608252,27,4/12/2021 03:00,85.4,Portugal,0.3,22.56,Accessories,DHL,Berlin,1614.06
664772,27,7/12/2021 11:00,34.22,Australia,0.02,29.08,Accessories,Royal Mail,Berlin,905.4612
872793,27,10/12/2021 18:00,79.84,France,0.17,29.28,Furniture,UPS,Berlin,1789.2144
860006,27,15/12/2021 04:00,44.82,Norway,0.03,29.81,Electronics,UPS,Berlin,1173.8358
342726,27,20/12/2021 08:00,87.99,United States,0.2,10.51,Apparel,FedEx,Berlin,1900.584
785352,27,8/01/2022 00:00,49.59,Germany,0.38,28.73,Furniture,FedEx,Berlin,830.1366
811045,27,16/01/2022 06:00,86.35,Portugal,0.26,25.96,Stationery,UPS,Berlin,1725.273
765428,27,17/02/2022 00:00,68.15,Norway,0.21,16.04,Stationery,UPS,Berlin,1453.6395
374462,27,20/02/2022 09:00,31.83,Sweden,0.15,25.56,Furniture,FedEx,Berlin,730.4985
869708,27,1/03/2022 13:00,89.38,Norway,0.21,29.45,Furniture,Royal Mail,Berlin,1906.4754
707199,27,6/03/2022 11:00,91.59,Sweden,0.08,22.47,Apparel,FedEx,Berlin,2275.0956
778381,27,10/03/2022 09:00,61.02,Australia,0.28,10.73,Furniture,FedEx,Berlin,1186.2288
196917,27,18/03/2022 17:00,40.38,United Kingdom,0.18,18.71,Accessories,DHL,Berlin,894.0132
258829,27,3/04/2022 13:00,39.73,United States,0.04,9.89,Apparel,DHL,Berlin,1029.8016
220497,27,14/04/2022 19:00,60.17,United States,0.4,25.55,Stationery,Royal Mail,Berlin,974.754
546288,27,20/04/2022 02:00,9.66,United States,0.31,26.98,Electronics,FedEx,Berlin,179.9658
263223,27,3/05/2022 08:00,49.96,United States,0.38,7.45,Furniture,Royal Mail,Berlin,836.3304
214688,27,1/06/2022 06:00,92.47,United States,0.12,14.55,Apparel,Royal Mail,Berlin,2197.0872
506080,27,6/06/2022 07:00,11.11,United Kingdom,0.26,17.22,Electronics,DHL,Berlin,221.9778
506051,27,6/06/2022 22:00,36.23,United Kingdom,0.02,8.95,Stationery,FedEx,Berlin,958.6458
400660,27,3/07/2022 20:00,29.3,Germany,0.2,28.27,Stationery,Royal Mail,Berlin,632.88
623048,27,3/08/2022 23:00,52.93,United Kingdom,0.27,9.56,Apparel,Royal Mail,Berlin,1043.2503
205696,27,4/08/2022 12:00,64.36,Netherlands,0.34,10.94,Accessories,FedEx,Berlin,1146.8952
737677,27,17/08/2022 19:00,1.63,Sweden,0.27,13.7,Stationery,DHL,Berlin,32.1273
122030,27,19/08/2022 00:00,75.04,Portugal,0.31,16.45,Stationery,Royal Mail,Berlin,1397.9952
356072,27,19/08/2022 15:00,17.49,United Kingdom,0.45,20.77,Accessories,DHL,Berlin,259.7265
325963,27,23/08/2022 01:00,99.8,United Kingdom,0.08,15.82,Furniture,DHL,Berlin,2479.032
324388,27,2/09/2022 21:00,51.19,France,0.34,21.63,Apparel,UPS,Berlin,912.2058
666401,27,5/09/2022 12:00,96.33,Australia,0.38,24.69,Apparel,DHL,Berlin,1612.5642
470425,27,16/10/2022 06:00,1.07,Portugal,0.25,27.96,Stationery,UPS,Berlin,21.6675
982854,27,19/10/2022 00:00,37.16,United States,0.38,29.67,Apparel,Royal Mail,Berlin,622.0584
839778,27,21/10/2022 23:00,25.94,Italy,0.45,25.15,Apparel,UPS,Berlin,385.209
640609,27,2/12/2022 02:00,73.54,France,0.27,13.61,Furniture,FedEx,Berlin,1449.4734
476783,27,4/12/2022 10:00,86.87,Sweden,0.14,13.88,Furniture,Royal Mail,Berlin,2017.1214
970277,27,13/12/2022 02:00,46.35,Belgium,0.46,10.85,Electronics,DHL,Berlin,675.783
179714,27,21/12/2022 07:00,44.88,Norway,0.32,19.09,Apparel,DHL,Berlin,823.9968
735361,27,18/01/2023 17:00,35.98,United States,0.16,26.98,Stationery,Royal Mail,Berlin,816.0264
398432,27,2/04/2023 14:00,26.56,Italy,0.47,14.72,Accessories,UPS,Berlin,380.0736
642744,27,12/04/2023 22:00,33.85,Germany,0.17,15.2,Electronics,UPS,Berlin,758.5785
216351,27,28/05/2023 08:00,80.95,Netherlands,0.12,21.14,Apparel,FedEx,Berlin,1923.372
455675,27,1/06/2023 01:00,44.13,Netherlands,0.09,17.07,Electronics,FedEx,Berlin,1084.2741
511344,27,3/06/2023 08:00,46.14,Sweden,0.37,19.43,Stationery,Royal Mail,Berlin,784.8414
112366,27,13/06/2023 13:00,64.78,Italy,0.02,23.49,Stationery,DHL,Berlin,1714.0788
470544,27,7/07/2023 16:00,63.88,Portugal,0.28,19.7,Apparel,Royal Mail,Berlin,1241.8272
509767,27,20/07/2023 20:00,51.69,United States,0.03,15.36,Furniture,DHL,Berlin,1353.7611
685175,27,24/07/2023 00:00,38.09,Australia,0.03,12.94,Apparel,FedEx,Berlin,997.5771
743269,27,4/09/2023 18:00,88.46,United Kingdom,0.37,9.26,Accessories,FedEx,Berlin,1504.7046
929017,27,14/09/2023 21:00,56.43,Netherlands,0.26,26.67,Stationery,DHL,Berlin,1127.4714
400478,27,8/10/2023 03:00,12.76,Netherlands,0.41,27.36,Accessories,Royal Mail,Berlin,203.2668
283535,27,17/10/2023 01:00,44.36,Sweden,0.42,18.18,Accessories,DHL,Berlin,694.6776
710357,27,22/10/2023 21:00,47.54,United States,0.07,9.31,Electronics,Royal Mail,Berlin,1193.7294
383635,27,26/10/2023 21:00,34.23,United Kingdom,0.2,8.91,Apparel,UPS,Berlin,739.368
736643,27,1/11/2023 08:00,52.98,France,0.21,26.82,Accessories,Royal Mail,Berlin,1130.0634
168517,27,23/11/2023 18:00,86.19,Netherlands,0.13,21,Electronics,UPS,Berlin,2024.6031
520869,27,9/12/2023 11:00,84.59,United States,0.29,25.34,Stationery,UPS,Berlin,1621.5903
908537,27,16/12/2023 04:00,62.24,Spain,0.23,24.3,Apparel,UPS,Berlin,1293.9696
242463,27,17/12/2023 08:00,41.62,United States,0.37,22.55,Electronics,UPS,Berlin,707.9562
293666,27,28/12/2023 20:00,26.16,Norway,0.14,14.22,Apparel,Royal Mail,Berlin,607.4352
730004,27,1/01/2024 04:00,24.6,France,0.4,9.22,Accessories,DHL,Berlin,398.52
915003,27,5/01/2024 22:00,32.69,United States,0.02,21.83,Apparel,DHL,Berlin,864.9774
769131,27,16/01/2024 12:00,71.21,Portugal,0.12,22.05,Furniture,UPS,Berlin,1691.9496
642519,27,26/01/2024 07:00,59.03,United Kingdom,0.38,6.84,Accessories,DHL,Berlin,988.1622
595571,27,30/01/2024 11:00,39.14,Germany,0.16,18.63,Stationery,FedEx,Berlin,887.6952
528580,27,3/02/2024 06:00,13.15,Sweden,0.21,29.92,Accessories,Royal Mail,Berlin,280.4895
366245,27,6/02/2024 01:00,59.42,France,0.27,9.4,Accessories,Royal Mail,Berlin,1171.1682
599658,27,29/02/2024 09:00,69.18,Sweden,0.13,8.37,Accessories,UPS,Berlin,1625.0382
719259,27,1/03/2024 05:00,94.12,Belgium,0.12,11.18,Stationery,Royal Mail,Berlin,2236.2912
975835,27,22/03/2024 11:00,12.79,Spain,0.28,19.4,Apparel,UPS,Berlin,248.6376
734671,27,25/04/2024 17:00,15.6,United Kingdom,0.25,23.39,Apparel,FedEx,Berlin,315.9
310489,27,6/06/2024 01:00,80.22,Australia,0.13,14.65,Apparel,Royal Mail,Berlin,1884.3678
159133,27,12/06/2024 10:00,46.37,Sweden,0.31,21.85,Accessories,Royal Mail,Berlin,863.8731
382896,27,15/06/2024 18:00,67.64,Italy,0.43,5.42,Accessories,Royal Mail,Berlin,1040.9796
275325,27,28/06/2024 06:00,35.34,Netherlands,0.21,12.02,Electronics,DHL,Berlin,753.8022
290828,27,9/07/2024 01:00,65.39,Sweden,0.44,24.36,Apparel,DHL,Berlin,988.6968
666519,27,10/07/2024 00:00,70.83,Australia,0.19,12.55,Accessories,Royal Mail,Berlin,1549.0521
257247,27,10/07/2024 08:00,10.07,Sweden,0.43,23.13,Stationery,DHL,Berlin,154.9773
974819,27,21/07/2024 14:00,73.87,Italy,0.5,26.91,Apparel,FedEx,Berlin,997.245
544966,27,5/08/2024 19:00,27.59,Netherlands,0.45,26.42,Stationery,Royal Mail,Berlin,409.7115
972226,27,26/08/2024 03:00,24.91,Germany,0.04,24.8,Furniture,UPS,Berlin,645.6672
291141,27,10/09/2024 06:00,27.53,France,0.07,6.09,Stationery,DHL,Berlin,691.2783
991952,27,7/10/2024 08:00,64.36,Australia,0.23,28.11,Electronics,Royal Mail,Berlin,1338.0444
107645,27,29/10/2024 04:00,55.26,United Kingdom,0.1,9.04,Accessories,FedEx,Berlin,1342.818
585698,27,31/10/2024 19:00,74.89,Germany,0.47,10.14,Furniture,FedEx,Berlin,1071.6759
575833,27,10/12/2024 01:00,14.08,United Kingdom,0.35,23.82,Accessories,DHL,Berlin,247.104
528753,27,12/12/2024 14:00,78.25,United Kingdom,0.17,9.51,Stationery,Royal Mail,Berlin,1753.5825
645407,27,16/12/2024 14:00,9.32,Australia,0.25,29.32,Electronics,Royal Mail,Berlin,188.73
473980,27,7/01/2025 17:00,92,Netherlands,0.19,24.66,Stationery,FedEx,Berlin,2012.04
473102,27,24/01/2025 00:00,94.45,Belgium,0.02,28.33,Furniture,Royal Mail,Berlin,2499.147
650050,27,27/01/2025 00:00,31.33,Sweden,0.25,23.59,Electronics,UPS,Berlin,634.4325
130893,27,24/02/2025 02:00,23.37,Norway,0.11,5.76,Electronics,Royal Mail,Berlin,561.5811
981063,27,25/02/2025 03:00,21.04,United States,0.45,28.39,Apparel,DHL,Berlin,312.444
962185,27,10/03/2025 12:00,9.68,Netherlands,0.36,19.58,Furniture,UPS,Berlin,167.2704
899158,27,1/04/2025 11:00,29,Germany,0.29,7.15,Furniture,Royal Mail,Berlin,555.93
200680,27,3/04/2025 02:00,6.83,United States,0.11,5.3,Stationery,UPS,Berlin,164.1249
281652,27,16/04/2025 12:00,77.74,Netherlands,0.31,19.97,Accessories,FedEx,Berlin,1448.2962
394935,27,22/04/2025 06:00,95.64,Portugal,0.33,25.88,Electronics,FedEx,Berlin,1730.1276
990407,27,19/05/2025 10:00,65.03,Netherlands,0.48,28.17,Apparel,UPS,Berlin,913.0212
869044,27,28/05/2025 00:00,35.37,Norway,0.2,20.28,Accessories,FedEx,Berlin,763.992
949971,27,29/05/2025 16:00,33.81,Portugal,0.27,25.49,Apparel,UPS,Berlin,666.3951
107692,27,8/06/2025 06:00,72.37,United States,0.39,26.88,Accessories,UPS,Berlin,1191.9339
749373,27,29/06/2025 11:00,92.2,Italy,0.29,20.77,Apparel,FedEx,Berlin,1767.474
734538,27,30/06/2025 23:00,41.73,United States,0.17,29,Furniture,Royal Mail,Berlin,935.1693
314483,27,8/08/2025 15:00,37.72,Germany,0.45,29.66,Accessories,Royal Mail,Berlin,560.142
783841,27,16/08/2025 06:00,78.42,Norway,0.3,7.41,Furniture,Royal Mail,Berlin,1482.138
571150,27,17/08/2025 07:00,31.27,United Kingdom,0.24,22.99,Stationery,UPS,Berlin,641.6604
487332,27,2/09/2025 07:00,42.61,Sweden,0.43,27.36,Stationery,UPS,Berlin,655.7679
803550,28,6/01/2020 04:00,31.18,Spain,0.38,6.1,Stationery,Royal Mail,Berlin,541.2848
967055,28,12/01/2020 17:00,58.6,Spain,0.21,12.7,Stationery,Royal Mail,Berlin,1296.232
166234,28,30/01/2020 05:00,53.08,Italy,0.13,18.91,Furniture,UPS,Berlin,1293.0288
389106,28,1/02/2020 22:00,59.2,Australia,0.02,11.56,Electronics,DHL,Berlin,1624.448
550009,28,16/02/2020 15:00,53.16,Spain,0.5,9.75,Electronics,UPS,Berlin,744.24
954211,28,25/02/2020 05:00,14.26,Spain,0.49,27.52,Electronics,DHL,Berlin,203.6328
429670,28,1/03/2020 01:00,11.66,Sweden,0.09,17.36,Furniture,UPS,Berlin,297.0968
416915,28,5/03/2020 01:00,2.54,Netherlands,0.09,7,Furniture,FedEx,Berlin,64.7192
531459,28,8/03/2020 03:00,27.62,Norway,0.08,22.46,Electronics,UPS,Berlin,711.4912
218533,28,19/03/2020 11:00,85.49,Italy,0.26,13.59,Apparel,FedEx,Berlin,1771.3528
248554,28,27/03/2020 13:00,14.87,Sweden,0.45,19.94,Stationery,FedEx,Berlin,228.998
913348,28,7/04/2020 11:00,42.45,Australia,0.37,16.35,Stationery,Royal Mail,Berlin,748.818
652370,28,7/05/2020 12:00,18.64,Norway,0.42,11.19,Furniture,DHL,Berlin,302.7136
368787,28,17/05/2020 05:00,95.82,Spain,0.31,9.07,Apparel,DHL,Berlin,1851.2424
564184,28,23/05/2020 23:00,77.63,Australia,0.14,17,Stationery,Royal Mail,Berlin,1869.3304
625069,28,27/05/2020 20:00,59.51,Netherlands,0.22,23.1,Accessories,FedEx,Berlin,1299.6984
706590,28,24/06/2020 06:00,45.68,Netherlands,0.1,17.38,Accessories,UPS,Berlin,1151.136
985258,28,7/07/2020 16:00,5.19,United Kingdom,0.03,11.12,Accessories,FedEx,Berlin,140.9604
470858,28,21/07/2020 01:00,54.69,Spain,0.38,5.53,Stationery,DHL,Berlin,949.4184
337501,28,2/08/2020 04:00,98.01,Belgium,0.08,21.08,Apparel,Royal Mail,Berlin,2524.7376
479270,28,4/08/2020 20:00,67.38,Norway,0.3,28.86,Apparel,DHL,Berlin,1320.648
298237,28,28/08/2020 00:00,62.7,Spain,0.18,17.98,Stationery,DHL,Berlin,1439.592
712242,28,8/09/2020 06:00,22.41,Italy,0.11,17.03,Furniture,UPS,Berlin,558.4572
178537,28,8/10/2020 13:00,9.87,Germany,0.35,8.03,Accessories,DHL,Berlin,179.634
705108,28,2/11/2020 05:00,54.54,Norway,0.12,6.79,Electronics,FedEx,Berlin,1343.8656
994235,28,27/11/2020 17:00,19.43,Netherlands,0.4,6.52,Stationery,FedEx,Berlin,326.424
247646,28,28/11/2020 17:00,64.51,Netherlands,0.28,6.93,Stationery,UPS,Berlin,1300.5216
567435,28,10/12/2020 16:00,38.99,Italy,0.18,8.25,Stationery,Royal Mail,Berlin,895.2104
165679,28,21/12/2020 11:00,66.99,Netherlands,0.22,28.09,Apparel,Royal Mail,Berlin,1463.0616
468893,28,4/01/2021 00:00,53.27,Australia,0.27,25.76,Apparel,DHL,Berlin,1088.8388
211825,28,19/01/2021 21:00,37.33,United States,0.22,17.12,Accessories,Royal Mail,Berlin,815.2872
399345,28,3/02/2021 20:00,34.62,Italy,0.16,6.32,Accessories,FedEx,Berlin,814.2624
644392,28,17/02/2021 11:00,86.4,Italy,0.3,5.78,Accessories,DHL,Berlin,1693.44
776419,28,20/02/2021 15:00,69.64,Belgium,0.25,18.39,Stationery,UPS,Berlin,1462.44
393132,28,25/02/2021 12:00,76.24,Italy,0.06,22.46,Electronics,UPS,Berlin,2006.6368
884681,28,26/03/2021 15:00,78.74,Belgium,0.14,14.16,Apparel,UPS,Berlin,1896.0592
805321,28,2/04/2021 22:00,19.29,United States,0.35,23.79,Stationery,Royal Mail,Berlin,351.078
666694,28,12/04/2021 09:00,28.25,Belgium,0.18,29.5,Furniture,DHL,Berlin,648.62
438074,28,18/04/2021 14:00,35.01,Germany,0.45,26.14,Apparel,Royal Mail,Berlin,539.154
922922,28,2/05/2021 07:00,44.26,Sweden,0.45,19.2,Furniture,Royal Mail,Berlin,681.604
193476,28,3/05/2021 06:00,91.2,Norway,0.45,24.94,Furniture,DHL,Berlin,1404.48
255049,28,7/05/2021 00:00,21.33,Australia,0.17,15.22,Accessories,UPS,Berlin,495.7092
817723,28,17/05/2021 18:00,24.07,Norway,0.28,13.58,Apparel,FedEx,Berlin,485.2512
853772,28,25/05/2021 08:00,85.17,Italy,0.41,17.22,Apparel,DHL,Berlin,1407.0084
242617,28,17/06/2021 11:00,12.53,United Kingdom,0.3,14.75,Furniture,FedEx,Berlin,245.588
152635,28,19/06/2021 17:00,96.26,Belgium,0.31,10.5,Stationery,FedEx,Berlin,1859.7432
364012,28,1/07/2021 13:00,29.78,United States,0.37,23.47,Furniture,DHL,Berlin,525.3192
104576,28,4/07/2021 19:00,83.95,Australia,0.3,29.37,Electronics,FedEx,Berlin,1645.42
644284,28,24/07/2021 03:00,40.29,Portugal,0.26,29.57,Stationery,FedEx,Berlin,834.8088
381620,28,31/07/2021 08:00,58.22,France,0.06,29.96,Furniture,Royal Mail,Berlin,1532.3504
792008,28,17/08/2021 03:00,12.15,Spain,0.06,26.48,Apparel,Royal Mail,Berlin,319.788
994287,28,19/08/2021 01:00,96.85,France,0.27,20.47,Furniture,UPS,Berlin,1979.614
364418,28,22/08/2021 23:00,41.81,United States,0.05,7.04,Accessories,UPS,Berlin,1112.146
885339,28,23/10/2021 23:00,71.82,Spain,0.3,28.69,Electronics,FedEx,Berlin,1407.672
420692,28,31/10/2021 11:00,93.79,Netherlands,0.46,17.3,Apparel,Royal Mail,Berlin,1418.1048
379477,28,4/11/2021 02:00,67.52,Sweden,0.34,7.81,Accessories,Royal Mail,Berlin,1247.7696
817237,28,10/11/2021 10:00,92.75,Australia,0.18,11.82,Stationery,FedEx,Berlin,2129.54
879685,28,6/12/2021 15:00,59.52,France,0.2,18.58,Accessories,UPS,Berlin,1333.248
321775,28,8/12/2021 16:00,92.24,Australia,0.28,7.58,Electronics,Royal Mail,Berlin,1859.5584
321738,28,20/12/2021 04:00,99.65,United Kingdom,0.47,25.4,Stationery,DHL,Berlin,1478.806
556979,28,23/12/2021 07:00,30.36,Spain,0.25,6.74,Apparel,Royal Mail,Berlin,637.56
995150,28,2/01/2022 18:00,54.07,Netherlands,0.49,22.64,Furniture,FedEx,Berlin,772.1196
727901,28,23/01/2022 17:00,21.95,Sweden,0.39,11.57,Furniture,Royal Mail,Berlin,374.906
878093,28,23/02/2022 02:00,6.53,Germany,0.35,8.33,Furniture,UPS,Berlin,118.846
203612,28,1/03/2022 00:00,81.86,Netherlands,0.41,19.45,Apparel,Royal Mail,Berlin,1352.3272
757739,28,2/04/2022 06:00,16.46,Netherlands,0.22,5.77,Accessories,Royal Mail,Berlin,359.4864
515699,28,18/04/2022 23:00,32.2,Australia,0.33,12.18,Electronics,Royal Mail,Berlin,604.072
807691,28,23/04/2022 01:00,89.03,Norway,0.37,15.53,Apparel,FedEx,Berlin,1570.4892
990904,28,15/05/2022 02:00,48.71,France,0.35,8.67,Accessories,Royal Mail,Berlin,886.522
295392,28,18/05/2022 01:00,55.78,Spain,0.25,23.84,Apparel,DHL,Berlin,1171.38
571820,28,9/06/2022 06:00,84.48,Spain,0.32,7.69,Furniture,DHL,Berlin,1608.4992
974837,28,10/06/2022 19:00,60.67,Belgium,0.05,13.4,Electronics,FedEx,Berlin,1613.822
218833,28,14/06/2022 14:00,82.17,United States,0.08,28.15,Furniture,FedEx,Berlin,2116.6992
513831,28,23/07/2022 23:00,60.12,Australia,0.26,11.28,Accessories,FedEx,Berlin,1245.6864
381594,28,8/08/2022 15:00,59.65,Spain,0,29.73,Furniture,UPS,Berlin,1670.2
617933,28,19/08/2022 01:00,54.42,Netherlands,0.38,24.11,Accessories,DHL,Berlin,944.7312
989147,28,1/09/2022 12:00,95.38,Australia,0.5,25.18,Furniture,UPS,Berlin,1335.32
277297,28,26/09/2022 08:00,55.77,Belgium,0.3,21.15,Stationery,UPS,Berlin,1093.092
605341,28,8/10/2022 17:00,21.51,United States,0.22,10.88,Stationery,DHL,Berlin,469.7784
927435,28,4/11/2022 19:00,14.47,Norway,0.35,5.12,Furniture,UPS,Berlin,263.354
528145,28,9/11/2022 16:00,18.08,Belgium,0.37,18.88,Stationery,UPS,Berlin,318.9312
203018,28,13/11/2022 10:00,51.76,Netherlands,0.17,28.99,Apparel,DHL,Berlin,1202.9024
590424,28,18/11/2022 07:00,65.48,France,0.5,24.6,Stationery,UPS,Berlin,916.72
499319,28,19/11/2022 04:00,8.99,France,0.47,28.8,Furniture,UPS,Berlin,133.4116
573937,28,20/11/2022 12:00,99.03,Belgium,0.14,29.42,Accessories,UPS,Berlin,2384.6424
478358,28,24/11/2022 12:00,72.65,United Kingdom,0.48,7.41,Apparel,DHL,Berlin,1057.784
489872,28,10/12/2022 18:00,34.27,Australia,0.03,6.02,Stationery,Royal Mail,Berlin,930.7732
758304,28,20/12/2022 16:00,66.61,Portugal,0.16,12.53,Stationery,Royal Mail,Berlin,1566.6672
851270,28,27/12/2022 04:00,27.57,Spain,0.28,10.17,Electronics,UPS,Berlin,555.8112
663344,28,10/01/2023 20:00,4.27,Spain,0.24,21.41,Accessories,DHL,Berlin,90.8656
933297,28,5/02/2023 17:00,23.47,France,0.04,18.37,Electronics,Royal Mail,Berlin,630.8736
463021,28,9/02/2023 18:00,70.09,Germany,0.42,22.84,Apparel,FedEx,Berlin,1138.2616
762671,28,10/02/2023 05:00,60.43,Netherlands,0.2,28.16,Accessories,FedEx,Berlin,1353.632
501889,28,11/02/2023 01:00,90.22,Netherlands,0.08,15.72,Accessories,FedEx,Berlin,2324.0672
544022,28,12/02/2023 22:00,64.07,United Kingdom,0.14,12.6,Accessories,DHL,Berlin,1542.8056
523500,28,18/02/2023 04:00,71.9,United States,0.29,26.78,Electronics,FedEx,Berlin,1429.372
893287,28,23/02/2023 18:00,49.12,Portugal,0.25,28.09,Apparel,Royal Mail,Berlin,1031.52
503460,28,7/03/2023 13:00,15.19,Australia,0.28,23.02,Furniture,FedEx,Berlin,306.2304
305351,28,10/03/2023 05:00,1.15,Norway,0.31,8.99,Furniture,FedEx,Berlin,22.218
898241,28,12/03/2023 15:00,29.51,United States,0.07,29.2,Accessories,FedEx,Berlin,768.4404
984529,28,17/03/2023 16:00,20.44,Sweden,0.32,7.85,Accessories,FedEx,Berlin,389.1776
777343,28,23/03/2023 22:00,53.28,United Kingdom,0.45,19.88,Electronics,FedEx,Berlin,820.512
326283,28,28/03/2023 03:00,61.05,Portugal,0.15,22.3,Furniture,DHL,Berlin,1452.99
855870,28,28/03/2023 12:00,16.36,Germany,0.21,7.72,Accessories,UPS,Berlin,361.8832
516716,28,29/03/2023 08:00,39.13,Italy,0.25,28.13,Furniture,DHL,Berlin,821.73
747786,28,16/04/2023 22:00,73.3,Germany,0.27,11.63,Furniture,FedEx,Berlin,1498.252
209002,28,5/05/2023 08:00,27.49,Sweden,0.13,10.44,Accessories,DHL,Berlin,669.6564
367535,28,8/06/2023 15:00,42.11,Netherlands,0.45,15.92,Accessories,FedEx,Berlin,648.494
957473,28,17/06/2023 14:00,15.37,United Kingdom,0.06,21.48,Furniture,UPS,Berlin,404.5384
367053,28,17/06/2023 16:00,19.37,Netherlands,0.26,16.12,Accessories,Royal Mail,Berlin,401.3464
472072,28,24/06/2023 08:00,11.78,United Kingdom,0.42,23.22,Electronics,DHL,Berlin,191.3072
220354,28,3/07/2023 20:00,53.24,Spain,0.29,23.81,Stationery,UPS,Berlin,1058.4112
939651,28,10/07/2023 13:00,47.49,Sweden,0.46,12.76,Accessories,UPS,Berlin,718.0488
921809,28,30/07/2023 15:00,80.79,Norway,0.4,9.77,Electronics,DHL,Berlin,1357.272
317687,28,8/08/2023 17:00,92.87,Portugal,0.36,17.41,Apparel,UPS,Berlin,1664.2304
434168,28,13/08/2023 18:00,76.15,United States,0.31,15.64,Stationery,FedEx,Berlin,1471.218
398470,28,30/08/2023 13:00,5.22,Germany,0.13,15.91,Electronics,FedEx,Berlin,127.1592
347368,28,10/09/2023 06:00,80.9,United Kingdom,0.33,8.36,Furniture,DHL,Berlin,1517.684
587123,28,25/09/2023 23:00,77.35,Australia,0.34,8.99,Electronics,Royal Mail,Berlin,1429.428
518494,28,23/10/2023 07:00,77.49,Portugal,0.13,24.95,Apparel,FedEx,Berlin,1887.6564
242184,28,28/10/2023 17:00,92.24,Portugal,0.43,14.13,Accessories,Royal Mail,Berlin,1472.1504
660411,28,6/11/2023 03:00,22.73,Sweden,0.08,7,Electronics,DHL,Berlin,585.5248
858362,28,6/11/2023 19:00,67.37,Netherlands,0.4,5.21,Accessories,FedEx,Berlin,1131.816
876078,28,2/12/2023 12:00,17.12,France,0.21,14.66,Electronics,FedEx,Berlin,378.6944
799298,28,13/12/2023 03:00,27.47,United States,0.23,14.26,Furniture,Royal Mail,Berlin,592.2532
273933,28,21/12/2023 07:00,92.53,United States,0.46,12.07,Apparel,UPS,Berlin,1399.0536
118665,28,27/12/2023 16:00,99.36,Portugal,0.34,7.07,Furniture,UPS,Berlin,1836.1728
544266,28,2/01/2024 21:00,18.16,Australia,0.29,21.37,Electronics,Royal Mail,Berlin,361.0208
757950,28,15/01/2024 16:00,73.73,Portugal,0.22,23.75,Stationery,FedEx,Berlin,1610.2632
551180,28,24/01/2024 21:00,24.89,Italy,0.29,7.66,Accessories,DHL,Berlin,494.8132
802505,28,1/02/2024 16:00,90.12,Belgium,0.41,20.17,Stationery,UPS,Berlin,1488.7824
138441,28,9/02/2024 17:00,48.91,Italy,0.31,11.52,Accessories,Royal Mail,Berlin,944.9412
503073,28,19/02/2024 03:00,11.06,Germany,0.32,6.79,Accessories,UPS,Berlin,210.5824
397270,28,23/02/2024 10:00,83.67,Netherlands,0.12,19.2,Accessories,Royal Mail,Berlin,2061.6288
442625,28,8/03/2024 16:00,73.47,Sweden,0.36,9.52,Electronics,Royal Mail,Berlin,1316.5824
924151,28,28/03/2024 05:00,21.83,Spain,0.14,20.42,Stationery,DHL,Berlin,525.6664
348668,28,3/04/2024 15:00,79.15,Germany,0.25,28.47,Furniture,UPS,Berlin,1662.15
572320,28,8/04/2024 11:00,87.51,Norway,0.39,24.38,Stationery,Royal Mail,Berlin,1494.6708
883534,28,24/04/2024 21:00,29.07,France,0.34,26.41,Furniture,FedEx,Berlin,537.2136
285935,28,30/04/2024 05:00,15.81,Germany,0.17,16.25,Apparel,DHL,Berlin,367.4244
368770,28,3/05/2024 05:00,73.41,Belgium,0.41,14.31,Apparel,UPS,Berlin,1212.7332
622082,28,13/05/2024 17:00,16.41,Belgium,0.03,16.05,Stationery,DHL,Berlin,445.6956
150373,28,24/06/2024 11:00,63.4,Netherlands,0.17,21.31,Apparel,UPS,Berlin,1473.416
983327,28,25/06/2024 05:00,43.63,United Kingdom,0.07,8.61,Stationery,Royal Mail,Berlin,1136.1252
309087,28,30/07/2024 04:00,20.31,Germany,0.42,21.91,Apparel,FedEx,Berlin,329.8344
